items	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs
GC_00007509	1	1	1
GC_00007510	1	1	1
GC_00007511	1	1	1
GC_00007512	1	1	1
GC_00007513	1	1	1
GC_00007514	1	1	1
GC_00007515	1	1	1
GC_00007516	1	1	1
GC_00007517	1	1	1
GC_00007518	1	1	1
GC_00007519	1	1	1
GC_00007520	1	1	1
GC_00007521	1	1	1
GC_00007522	1	1	1
GC_00007523	1	1	1
GC_00007524	1	1	1
GC_00007525	1	1	1
GC_00007526	1	1	1
GC_00007527	1	1	1
GC_00007528	1	1	1
GC_00007529	1	1	1
GC_00007530	1	1	1
GC_00007531	1	1	1
GC_00007532	1	1	1
GC_00007533	1	1	1
GC_00007534	1	1	1
GC_00007535	1	1	1
GC_00007536	1	1	1
GC_00007537	1	1	1
GC_00007538	1	1	1
GC_00007539	1	1	1
GC_00007540	1	1	1
GC_00007541	1	1	1
GC_00007542	1	1	1
GC_00007543	1	1	1
GC_00007544	1	1	1
GC_00007545	1	1	1
GC_00007546	1	1	1
GC_00007547	1	1	1
GC_00007548	1	1	1
GC_00007549	1	1	1
GC_00007550	1	1	1
GC_00007551	1	1	1
GC_00007552	1	1	1
GC_00007553	1	1	1
GC_00007554	1	1	1
GC_00007555	1	1	1
GC_00007556	1	1	1
GC_00007557	1	1	1
GC_00007558	1	1	1
GC_00007559	1	1	1
GC_00007560	1	1	1
GC_00007561	1	1	1
GC_00007562	1	1	1
GC_00007563	1	1	1
GC_00007564	1	1	1
GC_00007565	1	1	1
GC_00007566	1	1	1
GC_00007567	1	1	1
GC_00007568	1	1	1
GC_00007569	1	1	1
GC_00007570	1	1	1
GC_00007571	1	1	1
GC_00007572	1	1	1
GC_00007573	1	1	1
GC_00007574	1	1	1
GC_00007575	1	1	1
GC_00007576	1	1	1
GC_00007577	1	1	1
GC_00007578	1	1	1
GC_00007579	1	1	1
GC_00007580	1	1	1
GC_00007581	1	1	1
GC_00007582	1	1	1
GC_00007583	1	1	1
GC_00007584	1	1	1
GC_00007585	1	1	1
GC_00007586	1	1	1
GC_00007587	1	1	1
GC_00007588	1	1	1
GC_00007589	1	1	1
GC_00007590	1	1	1
GC_00007591	1	1	1
GC_00007592	1	1	1
GC_00007593	1	1	1
GC_00007594	1	1	1
GC_00007595	1	1	1
GC_00007596	1	1	1
GC_00007597	1	1	1
GC_00007598	1	1	1
GC_00007599	1	1	1
GC_00007600	1	1	1
GC_00007601	1	1	1
GC_00007602	1	1	1
GC_00007603	1	1	1
GC_00007604	1	1	1
GC_00007605	1	1	1
GC_00007606	1	1	1
GC_00007607	1	1	1
GC_00007608	1	1	1
GC_00007609	1	1	1
GC_00007610	1	1	1
GC_00007611	1	1	1
GC_00007612	1	1	1
GC_00007613	1	1	1
GC_00007614	1	1	1
GC_00007615	1	1	1
GC_00007616	1	1	1
GC_00007617	1	1	1
GC_00007618	1	1	1
GC_00007619	1	1	1
GC_00007620	1	1	1
GC_00007621	1	1	1
GC_00007622	1	1	1
GC_00007623	1	1	1
GC_00007624	1	1	1
GC_00007625	1	1	1
GC_00007626	1	1	1
GC_00007627	1	1	1
GC_00007628	1	1	1
GC_00007629	1	1	1
GC_00007630	1	1	1
GC_00007631	1	1	1
GC_00007632	1	1	1
GC_00007633	1	1	1
GC_00007634	1	1	1
GC_00007635	1	1	1
GC_00007636	1	1	1
GC_00007637	1	1	1
GC_00007638	1	1	1
GC_00007639	1	1	1
GC_00007640	1	1	1
GC_00007641	1	1	1
GC_00007642	1	1	1
GC_00007643	1	1	1
GC_00007644	1	1	1
GC_00007645	1	1	1
GC_00007646	1	1	1
GC_00007647	1	1	1
GC_00007648	1	1	1
GC_00007649	1	1	1
GC_00007650	1	1	1
GC_00007651	1	1	1
GC_00007652	1	1	1
GC_00007653	1	1	1
GC_00007654	1	1	1
GC_00007655	1	1	1
GC_00007656	1	1	1
GC_00007657	1	1	1
GC_00007658	1	1	1
GC_00007659	1	1	1
GC_00007660	1	1	1
GC_00007661	1	1	1
GC_00007662	1	1	1
GC_00007663	1	1	1
GC_00007664	1	1	1
GC_00007665	1	1	1
GC_00007666	1	1	1
GC_00007667	1	1	1
GC_00007668	1	1	1
GC_00007669	1	1	1
GC_00007670	1	1	1
GC_00007671	1	1	1
GC_00007672	1	1	1
GC_00007673	1	1	1
GC_00007674	1	1	1
GC_00007675	1	1	1
GC_00007676	1	1	1
GC_00007677	1	1	1
GC_00007678	1	1	1
GC_00007679	1	1	1
GC_00007680	1	1	1
GC_00007681	1	1	1
GC_00007682	1	1	1
GC_00007683	1	1	1
GC_00007684	1	1	1
GC_00007685	1	1	1
GC_00007686	1	1	1
GC_00007687	1	1	1
GC_00007688	1	1	1
GC_00007689	1	1	1
GC_00007690	1	1	1
GC_00007691	1	1	1
GC_00007692	1	1	1
GC_00007693	1	1	1
GC_00007694	1	1	1
GC_00007695	1	1	1
GC_00007696	1	1	1
GC_00007697	1	1	1
GC_00007698	1	1	1
GC_00007699	1	1	1
GC_00007700	1	1	1
GC_00007701	1	1	1
GC_00007702	1	1	1
GC_00007703	1	1	1
GC_00007704	1	1	1
GC_00007705	1	1	1
GC_00007706	1	1	1
GC_00007707	1	1	1
GC_00007708	1	1	1
GC_00007709	1	1	1
GC_00007710	1	1	1
GC_00007711	1	1	1
GC_00007712	1	1	1
GC_00007713	1	1	1
GC_00007714	1	1	1
GC_00007715	1	1	1
GC_00007716	1	1	1
GC_00007717	1	1	1
GC_00007718	1	1	1
GC_00007719	1	1	1
GC_00007720	1	1	1
GC_00007721	1	1	1
GC_00007722	1	1	1
GC_00007723	1	1	1
GC_00007724	1	1	1
GC_00007725	1	1	1
GC_00007726	1	1	1
GC_00007727	1	1	1
GC_00007728	1	1	1
GC_00007729	1	1	1
GC_00007730	1	1	1
GC_00007731	1	1	1
GC_00007732	1	1	1
GC_00007733	1	1	1
GC_00007734	1	1	1
GC_00007735	1	1	1
GC_00007736	1	1	1
GC_00007737	1	1	1
GC_00007738	1	1	1
GC_00007739	1	1	1
GC_00007740	1	1	1
GC_00007741	1	1	1
GC_00007742	1	1	1
GC_00007743	1	1	1
GC_00007744	1	1	1
GC_00007745	1	1	1
GC_00007746	1	1	1
GC_00007747	1	1	1
GC_00007748	1	1	1
GC_00007749	1	1	1
GC_00007750	1	1	1
GC_00007751	1	1	1
GC_00007752	1	1	1
GC_00007753	1	1	1
GC_00007754	1	1	1
GC_00007755	1	1	1
GC_00007756	1	1	1
GC_00007757	1	1	1
GC_00007758	1	1	1
GC_00007759	1	1	1
GC_00007760	1	1	1
GC_00007761	1	1	1
GC_00007762	1	1	1
GC_00007763	1	1	1
GC_00007764	1	1	1
GC_00007765	1	1	1
GC_00007766	1	1	1
GC_00007767	1	1	1
GC_00007768	1	1	1
GC_00007769	1	1	1
GC_00007770	1	1	1
GC_00007771	1	1	1
GC_00007772	1	1	1
GC_00007773	1	1	1
GC_00007774	1	1	1
GC_00007775	1	1	1
GC_00007776	1	1	1
GC_00007777	1	1	1
GC_00007778	1	1	1
GC_00007779	1	1	1
GC_00007780	1	1	1
GC_00007781	1	1	1
GC_00007782	1	1	1
GC_00007783	1	1	1
GC_00007784	1	1	1
GC_00007785	1	1	1
GC_00007786	1	1	1
GC_00007787	1	1	1
GC_00007788	1	1	1
GC_00007789	1	1	1
GC_00007790	1	1	1
GC_00007791	1	1	1
GC_00007792	1	1	1
GC_00007793	1	1	1
GC_00007794	1	1	1
GC_00007795	1	1	1
GC_00007796	1	1	1
GC_00007797	1	1	1
GC_00007798	1	1	1
GC_00007799	1	1	1
GC_00007800	1	1	1
GC_00007801	1	1	1
GC_00007802	1	1	1
GC_00007803	1	1	1
GC_00007804	1	1	1
GC_00007805	1	1	1
GC_00007806	1	1	1
GC_00007807	1	1	1
GC_00007808	1	1	1
GC_00007809	1	1	1
GC_00007810	1	1	1
GC_00007811	1	1	1
GC_00007812	1	1	1
GC_00007813	1	1	1
GC_00007814	1	1	1
GC_00007815	1	1	1
GC_00007816	1	1	1
GC_00007817	1	1	1
GC_00007818	1	1	1
GC_00007819	1	1	1
GC_00007820	1	1	1
GC_00007821	1	1	1
GC_00007822	1	1	1
GC_00007823	1	1	1
GC_00007824	1	1	1
GC_00007825	1	1	1
GC_00007826	1	1	1
GC_00007827	1	1	1
GC_00007828	1	1	1
GC_00007829	1	1	1
GC_00007830	1	1	1
GC_00007831	1	1	1
GC_00007832	1	1	1
GC_00007833	1	1	1
GC_00007834	1	1	1
GC_00007835	1	1	1
GC_00007836	1	1	1
GC_00007837	1	1	1
GC_00007838	1	1	1
GC_00007839	1	1	1
GC_00007840	1	1	1
GC_00007841	1	1	1
GC_00007842	1	1	1
GC_00007843	1	1	1
GC_00007844	1	1	1
GC_00007845	1	1	1
GC_00007846	1	1	1
GC_00007847	1	1	1
GC_00007848	1	1	1
GC_00007849	1	1	1
GC_00007850	1	1	1
GC_00007851	1	1	1
GC_00007852	1	1	1
GC_00007853	1	1	1
GC_00007854	1	1	1
GC_00007855	1	1	1
GC_00007856	1	1	1
GC_00007857	1	1	1
GC_00007858	1	1	1
GC_00007859	1	1	1
GC_00007860	1	1	1
GC_00007861	1	1	1
GC_00007862	1	1	1
GC_00007863	1	1	1
GC_00007864	1	1	1
GC_00007865	1	1	1
GC_00007866	1	1	1
GC_00007867	1	1	1
GC_00007868	1	1	1
GC_00007869	1	1	1
GC_00007870	1	1	1
GC_00007871	1	1	1
GC_00007872	1	1	1
GC_00007873	1	1	1
GC_00007874	1	1	1
GC_00007875	1	1	1
GC_00007876	1	1	1
GC_00007877	1	1	1
GC_00007878	1	1	1
GC_00007879	1	1	1
GC_00007880	1	1	1
GC_00007881	1	1	1
GC_00007882	1	1	1
GC_00007883	1	1	1
GC_00007884	1	1	1
GC_00007885	1	1	1
GC_00007886	1	1	1
GC_00007887	1	1	1
GC_00007888	1	1	1
GC_00007889	1	1	1
GC_00007890	1	1	1
GC_00007891	1	1	1
GC_00007892	1	1	1
GC_00007893	1	1	1
GC_00007894	1	1	1
GC_00007895	1	1	1
GC_00007896	1	1	1
GC_00007897	1	1	1
GC_00007898	1	1	1
GC_00007899	1	1	1
GC_00007900	1	1	1
GC_00007901	1	1	1
GC_00007902	1	1	1
GC_00007903	1	1	1
GC_00007904	1	1	1
GC_00007905	1	1	1
GC_00007906	1	1	1
GC_00007907	1	1	1
GC_00007908	1	1	1
GC_00007909	1	1	1
GC_00007910	1	1	1
GC_00007911	1	1	1
GC_00007912	1	1	1
GC_00007913	1	1	1
GC_00007914	1	1	1
GC_00007915	1	1	1
GC_00007916	1	1	1
GC_00007917	1	1	1
GC_00007918	1	1	1
GC_00007919	1	1	1
GC_00007920	1	1	1
GC_00007921	1	1	1
GC_00007922	1	1	1
GC_00007923	1	1	1
GC_00007924	1	1	1
GC_00007925	1	1	1
GC_00007926	1	1	1
GC_00007927	1	1	1
GC_00007928	1	1	1
GC_00007929	1	1	1
GC_00007930	1	1	1
GC_00007931	1	1	1
GC_00007932	1	1	1
GC_00007933	1	1	1
GC_00007934	1	1	1
GC_00007935	1	1	1
GC_00007936	1	1	1
GC_00007937	1	1	1
GC_00007938	1	1	1
GC_00007939	1	1	1
GC_00007940	1	1	1
GC_00007941	1	1	1
GC_00007942	1	1	1
GC_00007943	1	1	1
GC_00007944	1	1	1
GC_00007945	1	1	1
GC_00007946	1	1	1
GC_00007947	1	1	1
GC_00007948	1	1	1
GC_00007949	1	1	1
GC_00007950	1	1	1
GC_00007951	1	1	1
GC_00007952	1	1	1
GC_00007953	1	1	1
GC_00007954	1	1	1
GC_00007955	1	1	1
GC_00007956	1	1	1
GC_00007957	1	1	1
GC_00007958	1	1	1
GC_00007959	1	1	1
GC_00007960	1	1	1
GC_00007961	1	1	1
GC_00007962	1	1	1
GC_00007963	1	1	1
GC_00007964	1	1	1
GC_00007965	1	1	1
GC_00007966	1	1	1
GC_00007967	1	1	1
GC_00007968	1	1	1
GC_00007969	1	1	1
GC_00007970	1	1	1
GC_00007971	1	1	1
GC_00007972	1	1	1
GC_00007973	1	1	1
GC_00007974	1	1	1
GC_00007975	1	1	1
GC_00007976	1	1	1
GC_00007977	1	1	1
GC_00007978	1	1	1
GC_00007979	1	1	1
GC_00007980	1	1	1
GC_00007981	1	1	1
GC_00007982	1	1	1
GC_00007983	1	1	1
GC_00007984	1	1	1
GC_00007985	1	1	1
GC_00007986	1	1	1
GC_00007987	1	1	1
GC_00007988	1	1	1
GC_00007989	1	1	1
GC_00007990	1	1	1
GC_00007991	1	1	1
GC_00007992	1	1	1
GC_00007993	1	1	1
GC_00007994	1	1	1
GC_00007995	1	1	1
GC_00007996	1	1	1
GC_00007997	1	1	1
GC_00007998	1	1	1
GC_00007999	1	1	1
GC_00008000	1	1	1
GC_00008001	1	1	1
GC_00008002	1	1	1
GC_00008003	1	1	1
GC_00008004	1	1	1
GC_00008005	1	1	1
GC_00008006	1	1	1
GC_00008007	1	1	1
GC_00008008	1	1	1
GC_00008009	1	1	1
GC_00008010	1	1	1
GC_00008011	1	1	1
GC_00008012	1	1	1
GC_00008013	1	1	1
GC_00008014	1	1	1
GC_00008015	1	1	1
GC_00008016	1	1	1
GC_00008017	1	1	1
GC_00008018	1	1	1
GC_00008019	1	1	1
GC_00008020	1	1	1
GC_00008021	1	1	1
GC_00008022	1	1	1
GC_00008023	1	1	1
GC_00008024	1	1	1
GC_00008025	1	1	1
GC_00008026	1	1	1
GC_00008027	1	1	1
GC_00008028	1	1	1
GC_00008029	1	1	1
GC_00008030	1	1	1
GC_00008031	1	1	1
GC_00008032	1	1	1
GC_00008033	1	1	1
GC_00008034	1	1	1
GC_00008035	1	1	1
GC_00008036	1	1	1
GC_00008037	1	1	1
GC_00008038	1	1	1
GC_00008039	1	1	1
GC_00008040	1	1	1
GC_00008041	1	1	1
GC_00008042	1	1	1
GC_00008043	1	1	1
GC_00008044	1	1	1
GC_00008045	1	1	1
GC_00008046	1	1	1
GC_00008047	1	1	1
GC_00008048	1	1	1
GC_00008049	1	1	1
GC_00008050	1	1	1
GC_00008051	1	1	1
GC_00008052	1	1	1
GC_00008053	1	1	1
GC_00008054	1	1	1
GC_00008055	1	1	1
GC_00008056	1	1	1
GC_00008057	1	1	1
GC_00008058	1	1	1
GC_00008059	1	1	1
GC_00008060	1	1	1
GC_00008061	1	1	1
GC_00008062	1	1	1
GC_00008063	1	1	1
GC_00008064	1	1	1
GC_00008065	1	1	1
GC_00008066	1	1	1
GC_00008067	1	1	1
GC_00008068	1	1	1
GC_00008069	1	1	1
GC_00008070	1	1	1
GC_00008071	1	1	1
GC_00008072	1	1	1
GC_00008073	1	1	1
GC_00008074	1	1	1
GC_00008075	1	1	1
GC_00008076	1	1	1
GC_00008077	1	1	1
GC_00008078	1	1	1
GC_00008079	1	1	1
GC_00008080	1	1	1
GC_00008081	1	1	1
GC_00008082	1	1	1
GC_00008083	1	1	1
GC_00008084	1	1	1
GC_00008085	1	1	1
GC_00008086	1	1	1
GC_00008087	1	1	1
GC_00008088	1	1	1
GC_00008089	1	1	1
GC_00008090	1	1	1
GC_00008091	1	1	1
GC_00008092	1	1	1
GC_00008093	1	1	1
GC_00008094	1	1	1
GC_00008095	1	1	1
GC_00008096	1	1	1
GC_00008097	1	1	1
GC_00008098	1	1	1
GC_00008099	1	1	1
GC_00008100	1	1	1
GC_00008101	1	1	1
GC_00008102	1	1	1
GC_00008103	1	1	1
GC_00008104	1	1	1
GC_00008105	1	1	1
GC_00008106	1	1	1
GC_00008107	1	1	1
GC_00008108	1	1	1
GC_00008109	1	1	1
GC_00008110	1	1	1
GC_00008111	1	1	1
GC_00008112	1	1	1
GC_00008113	1	1	1
GC_00008114	1	1	1
GC_00008115	1	1	1
GC_00008116	1	1	1
GC_00008117	1	1	1
GC_00008118	1	1	1
GC_00008119	1	1	1
GC_00008120	1	1	1
GC_00008121	1	1	1
GC_00008122	1	1	1
GC_00008123	1	1	1
GC_00008124	1	1	1
GC_00008125	1	1	1
GC_00008126	1	1	1
GC_00008127	1	1	1
GC_00008128	1	1	1
GC_00008129	1	1	1
GC_00008130	1	1	1
GC_00008131	1	1	1
GC_00008132	1	1	1
GC_00008133	1	1	1
GC_00008134	1	1	1
GC_00008135	1	1	1
GC_00008136	1	1	1
GC_00008137	1	1	1
GC_00008138	1	1	1
GC_00008139	1	1	1
GC_00008140	1	1	1
GC_00008141	1	1	1
GC_00008142	1	1	1
GC_00008143	1	1	1
GC_00008144	1	1	1
GC_00008145	1	1	1
GC_00008146	1	1	1
GC_00008147	1	1	1
GC_00008148	1	1	1
GC_00008149	1	1	1
GC_00008150	1	1	1
GC_00008151	1	1	1
GC_00008152	1	1	1
GC_00008153	1	1	1
GC_00008154	1	1	1
GC_00008155	1	1	1
GC_00008156	1	1	1
GC_00008157	1	1	1
GC_00008158	1	1	1
GC_00008159	1	1	1
GC_00008160	1	1	1
GC_00008161	1	1	1
GC_00008162	1	1	1
GC_00008163	1	1	1
GC_00008164	1	1	1
GC_00008165	1	1	1
GC_00008166	1	1	1
GC_00008167	1	1	1
GC_00008168	1	1	1
GC_00008169	1	1	1
GC_00008170	1	1	1
GC_00008171	1	1	1
GC_00008172	1	1	1
GC_00008173	1	1	1
GC_00008174	1	1	1
GC_00008175	1	1	1
GC_00008176	1	1	1
GC_00008177	1	1	1
GC_00008178	1	1	1
GC_00008179	1	1	1
GC_00008180	1	1	1
GC_00008181	1	1	1
GC_00008182	1	1	1
GC_00008183	1	1	1
GC_00008184	1	1	1
GC_00008185	1	1	1
GC_00008186	1	1	1
GC_00008187	1	1	1
GC_00008188	1	1	1
GC_00008189	1	1	1
GC_00008190	1	1	1
GC_00008191	1	1	1
GC_00008192	1	1	1
GC_00008193	1	1	1
GC_00008194	1	1	1
GC_00008195	1	1	1
GC_00008196	1	1	1
GC_00008197	1	1	1
GC_00008198	1	1	1
GC_00008199	1	1	1
GC_00008200	1	1	1
GC_00008201	1	1	1
GC_00008202	1	1	1
GC_00008203	1	1	1
GC_00008204	1	1	1
GC_00008205	1	1	1
GC_00008206	1	1	1
GC_00008207	1	1	1
GC_00008208	1	1	1
GC_00008209	1	1	1
GC_00008210	1	1	1
GC_00008211	1	1	1
GC_00008212	1	1	1
GC_00008213	1	1	1
GC_00008214	1	1	1
GC_00008215	1	1	1
GC_00008216	1	1	1
GC_00008217	1	1	1
GC_00008218	1	1	1
GC_00008219	1	1	1
GC_00008220	1	1	1
GC_00008221	1	1	1
GC_00008222	1	1	1
GC_00008223	1	1	1
GC_00008224	1	1	1
GC_00008225	1	1	1
GC_00008226	1	1	1
GC_00008227	1	1	1
GC_00008228	1	1	1
GC_00008229	1	1	1
GC_00008230	1	1	1
GC_00008231	1	1	1
GC_00008232	1	1	1
GC_00008233	1	1	1
GC_00008234	1	1	1
GC_00008235	1	1	1
GC_00008236	1	1	1
GC_00008237	1	1	1
GC_00008238	1	1	1
GC_00008239	1	1	1
GC_00008240	1	1	1
GC_00008241	1	1	1
GC_00008242	1	1	1
GC_00008243	1	1	1
GC_00008244	1	1	1
GC_00008245	1	1	1
GC_00008246	1	1	1
GC_00008247	1	1	1
GC_00008248	1	1	1
GC_00008249	1	1	1
GC_00008250	1	1	1
GC_00008251	1	1	1
GC_00008252	1	1	1
GC_00008253	1	1	1
GC_00008254	1	1	1
GC_00008255	1	1	1
GC_00008256	1	1	1
GC_00008257	1	1	1
GC_00008258	1	1	1
GC_00008259	1	1	1
GC_00008260	1	1	1
GC_00008261	1	1	1
GC_00008262	1	1	1
GC_00008263	1	1	1
GC_00008264	1	1	1
GC_00008265	1	1	1
GC_00008266	1	1	1
GC_00008267	1	1	1
GC_00008268	1	1	1
GC_00008269	1	1	1
GC_00008270	1	1	1
GC_00008271	1	1	1
GC_00008272	1	1	1
GC_00008273	1	1	1
GC_00008274	1	1	1
GC_00008275	1	1	1
GC_00008276	1	1	1
GC_00008277	1	1	1
GC_00008278	1	1	1
GC_00008279	1	1	1
GC_00008280	1	1	1
GC_00008281	1	1	1
GC_00008282	1	1	1
GC_00008283	1	1	1
GC_00008284	1	1	1
GC_00008285	1	1	1
GC_00008286	1	1	1
GC_00008287	1	1	1
GC_00008288	1	1	1
GC_00008289	1	1	1
GC_00008290	1	1	1
GC_00008291	1	1	1
GC_00008292	1	1	1
GC_00008293	1	1	1
GC_00008294	1	1	1
GC_00008295	1	1	1
GC_00008296	1	1	1
GC_00008297	1	1	1
GC_00008298	1	1	1
GC_00008299	1	1	1
GC_00008300	1	1	1
GC_00008301	1	1	1
GC_00008302	1	1	1
GC_00008303	1	1	1
GC_00008304	1	1	1
GC_00008305	1	1	1
GC_00008306	1	1	1
GC_00008307	1	1	1
GC_00008308	1	1	1
GC_00008309	1	1	1
GC_00008310	1	1	1
GC_00008311	1	1	1
GC_00008312	1	1	1
GC_00008313	1	1	1
GC_00008314	1	1	1
GC_00008315	1	1	1
GC_00008316	1	1	1
GC_00008317	1	1	1
GC_00008318	1	1	1
GC_00008319	1	1	1
GC_00008320	1	1	1
GC_00008321	1	1	1
GC_00008322	1	1	1
GC_00008323	1	1	1
GC_00008324	1	1	1
GC_00008325	1	1	1
GC_00008326	1	1	1
GC_00008327	1	1	1
GC_00008328	1	1	1
GC_00008329	1	1	1
GC_00008330	1	1	1
GC_00008331	1	1	1
GC_00008332	1	1	1
GC_00008333	1	1	1
GC_00008334	1	1	1
GC_00008335	1	1	1
GC_00008336	1	1	1
GC_00008337	1	1	1
GC_00008338	1	1	1
GC_00008339	1	1	1
GC_00008340	1	1	1
GC_00008341	1	1	1
GC_00008342	1	1	1
GC_00008343	1	1	1
GC_00008344	1	1	1
GC_00008345	1	1	1
GC_00008346	1	1	1
GC_00008347	1	1	1
GC_00008348	1	1	1
GC_00008349	1	1	1
GC_00008350	1	1	1
GC_00008351	1	1	1
GC_00008352	1	1	1
GC_00008353	1	1	1
GC_00008354	1	1	1
GC_00008355	1	1	1
GC_00008356	1	1	1
GC_00008357	1	1	1
GC_00008358	1	1	1
GC_00008359	1	1	1
GC_00008360	1	1	1
GC_00008361	1	1	1
GC_00008362	1	1	1
GC_00008363	1	1	1
GC_00008364	1	1	1
GC_00008365	1	1	1
GC_00008366	1	1	1
GC_00008367	1	1	1
GC_00008368	1	1	1
GC_00008369	1	1	1
GC_00008370	1	1	1
GC_00008371	1	1	1
GC_00008372	1	1	1
GC_00008373	1	1	1
GC_00008374	1	1	1
GC_00008375	1	1	1
GC_00008376	1	1	1
GC_00008377	1	1	1
GC_00008378	1	1	1
GC_00008379	1	1	1
GC_00008380	1	1	1
GC_00008381	1	1	1
GC_00008382	1	1	1
GC_00008383	1	1	1
GC_00008384	1	1	1
GC_00008385	1	1	1
GC_00008386	1	1	1
GC_00008387	1	1	1
GC_00008388	1	1	1
GC_00008389	1	1	1
GC_00008390	1	1	1
GC_00008391	1	1	1
GC_00008392	1	1	1
GC_00008393	1	1	1
GC_00008394	1	1	1
GC_00008395	1	1	1
GC_00008396	1	1	1
GC_00008397	1	1	1
GC_00008398	1	1	1
GC_00008399	1	1	1
GC_00008400	1	1	1
GC_00008401	1	1	1
GC_00008402	1	1	1
GC_00008403	1	1	1
GC_00008404	1	1	1
GC_00008405	1	1	1
GC_00008406	1	1	1
GC_00008407	1	1	1
GC_00008408	1	1	1
GC_00008409	1	1	1
GC_00008410	1	1	1
GC_00008411	1	1	1
GC_00008412	1	1	1
GC_00008413	1	1	1
GC_00008414	1	1	1
GC_00008415	1	1	1
GC_00008416	1	1	1
GC_00008417	1	1	1
GC_00008418	1	1	1
GC_00008419	1	1	1
GC_00008420	1	1	1
GC_00008421	1	1	1
GC_00008422	1	1	1
GC_00008423	1	1	1
GC_00008424	1	1	1
GC_00008425	1	1	1
GC_00008426	1	1	1
GC_00008427	1	1	1
GC_00008428	1	1	1
GC_00008429	1	1	1
GC_00008430	1	1	1
GC_00008431	1	1	1
GC_00008432	1	1	1
GC_00008433	1	1	1
GC_00008434	1	1	1
GC_00008435	1	1	1
GC_00008436	1	1	1
GC_00008437	1	1	1
GC_00008438	1	1	1
GC_00008439	1	1	1
GC_00008440	1	1	1
GC_00008441	1	1	1
GC_00008442	1	1	1
GC_00008443	1	1	1
GC_00008444	1	1	1
GC_00008445	1	1	1
GC_00008446	1	1	1
GC_00008447	1	1	1
GC_00008448	1	1	1
GC_00008449	1	1	1
GC_00008450	1	1	1
GC_00008451	1	1	1
GC_00008452	1	1	1
GC_00008453	1	1	1
GC_00008454	1	1	1
GC_00008455	1	1	1
GC_00008456	1	1	1
GC_00008457	1	1	1
GC_00008458	1	1	1
GC_00008459	1	1	1
GC_00008460	1	1	1
GC_00008461	1	1	1
GC_00008462	1	1	1
GC_00008463	1	1	1
GC_00008464	1	1	1
GC_00008465	1	1	1
GC_00008466	1	1	1
GC_00008467	1	1	1
GC_00008468	1	1	1
GC_00008469	1	1	1
GC_00008470	1	1	1
GC_00008471	1	1	1
GC_00008472	1	1	1
GC_00008473	1	1	1
GC_00008474	1	1	1
GC_00008475	1	1	1
GC_00008476	1	1	1
GC_00008477	1	1	1
GC_00008478	1	1	1
GC_00008479	1	1	1
GC_00008480	1	1	1
GC_00008481	1	1	1
GC_00008482	1	1	1
GC_00008483	1	1	1
GC_00008484	1	1	1
GC_00008485	1	1	1
GC_00008486	1	1	1
GC_00008487	1	1	1
GC_00008488	1	1	1
GC_00008489	1	1	1
GC_00008490	1	1	1
GC_00008491	1	1	1
GC_00008492	1	1	1
GC_00008493	1	1	1
GC_00008494	1	1	1
GC_00008495	1	1	1
GC_00008496	1	1	1
